a	aː
ofrechnungen	oːfʀæɕnuŋən
ofrënnen	oːfʀənən
ofgerënnt	oːfgəʀənt
ofrëtschen	oːfʀətʃən
ofgerëtscht	oːfgəʀətʃt
ofriichten	oːfʀiːɕtən
ofgeriicht	oːfgəʀiːɕt
ofroden	oːfʀoːdən
ofgeroden	oːfgəʀoːdən
ofronnen	oːfʀonən
ofgeronnt	oːfgəʀont
ofruffen	oːfʀufən
ofgeruff	oːfgəʀuf
ofschafen	oːfʃaːfən
ofgeschaaft	oːfgəʃaːft
ofschäffen	oːfʃæfən
ofgeschäfft	oːfgəʃæft
ofschalten	oːfʃɑltən
ofgeschalt	oːfgəʃɑlt
ofschëdden	oːfʃədən
ofgeschott	oːfgəʃot
ofschéissen	oːfʃɜɪsən
ofgeschoss	oːfgəʃos
ofschiermen	oːfʃiːɐmən
ofgeschiermt	oːfgəʃiːɐmt
ofschiermung	oːfʃiːɐmuŋ
ofschiermungen	oːfʃiːɐmuŋən
ofschläifen	oːfʃlæːɪfən
ofgeschlaff	oːfgəʃlɑf
ofschlécken	oːfʃlekən
ofgeschléckt	oːfgəʃlekt
ofschleefen	oːfʃleːfən
ofgeschleeft	oːfgəʃleːft
ofschleefstaang	oːfʃleːfʃtaːŋ
ofschleefstaangen	oːfʃleːfʃtaːŋən
ofschléissen	oːfʃlɜɪsən
ofgeschloss	oːfgəʃlos
ofschloen	oːfʃloːən
ofgeschloen	oːfgəʃloːən
ofschloss	oːfʃlos
ofschlëss	oːfʃləs
ofschminken	oːfʃmiŋkən
ofgeschminkt	oːfgəʃmiŋkt
ofschneiden	oːfʃnɑɪdən
ofgeschnidden	oːfgəʃnidən
ofschrecken	oːfʃʀækən
ofgeschreckt	oːfgəʃʀækt
ofschreckend	oːfʃʀækənt
ofschreiwen	oːfʃʀɑɪvən
ofgeschriwwen	oːfgəʃʀivən
ofschruppen	oːfʃʀupən
ofgeschruppt	oːfgəʃʀupt
ofschwächen	oːfʃwæɕən
ofgeschwächt	oːfgəʃwæɕt
ofschwäifen	oːfʃwæːɪfən
ofgeschwäift	oːfgəʃwæːɪft
ofschwätzen	oːfʃwætsən
ofgeschwat	oːfgəʃwaːt
ofschwëllen	oːfʃwələn
ofgeschwollen	oːfgəʃwolən
ofschwenken	oːfʃwæŋkən
ofgeschwenkt	oːfgəʃwæŋkt
ofsécheren	oːfzəɕəʀən
ofgeséchert	oːfgəzəɕɐt
ofsécherung	oːfzəɕəʀuŋ
ofsécherungen	oːfzəɕəʀuŋən
ofseeën	oːfzeːən
ofgeseet	oːfgəzeːt
ofseelen	oːfzeːlən
ofgeseelt	oːfgəzeːlt
ofseenen	oːfzeːnən
ofgeseent	oːfgəzeːnt
ofsetzen	oːfzætsən
ofgesat	oːfgəsaːt
ofso	oːfzoː
ofsoen	oːfzoːən
ofgesot	oːfgəzot
ofspäicheren	oːfʃpæːɪɕəʀən
ofgespäichert	oːfgəʃpæːɪɕɐt
ofspären	oːfʃpɛːʀən
ofgespaart	oːfgəʃpaːʀt
ofspärung	oːfʃpɛːʀuŋ
ofspärungen	oːfʃpɛːʀuŋən
ofspillen	oːfʃpilən
ofgespillt	oːfgəʃpilt
ofsprangen	oːfʃpʀɑŋən
ofgesprongen	oːfgəʃpʀoŋən
ofsprong	oːfʃpʀoŋ
ofspréng	oːfʃpʀeŋ
ofspronk	oːfʃpʀoŋk
ofspueren	oːfʃpuːɐʀən
ofgespuert	oːfgəʃpuːɐt
ofspullen	oːfʃpulən
ofgespullt	oːfgəspult
ofstäipen	oːfʃtæːɪpən
ofgestäipt	oːfgəʃtæːɪpt
ofstamen	oːfʃtaːmən
ofgestaamt	oːfgəʃtaːmt
ofstamung	oːfʃtɑmuŋ
ofstand	oːfʃtɑnt
ofstänn	oːfʃtæn
ofstëbsen	oːfʃtəpsən
ofgestëbst	oːfgəʃtəpst
ofsteigen	oːfʃtɑɪʑən
ofgestigen	oːfgəʃtiʑən
ofstellen	oːfʃtælən
ofgestallt	oːfgəʃtɑlt
ofstëmmen	oːfʃtəmən
ofgestëmmt	oːfgəʃtəmt
ofstëmmung	oːfʃtəmuŋ
ofstëmmungen	oːfʃtəmuŋən
ofstempelen	oːfʃtæmpələn
ofgestempelt	oːfgəʃtæmpəlt
ofstiechen	oːfʃtiəɕən
ofgestach	oːfgəʃtɑχ
ofstierwen	oːfʃtiəvən
ofgestuerwen	oːfgəʃtuːɐvən
ofstierzen	oːfʃtiːɐtsən
ofgestierzt	oːfgəʃtiːɐtst
ofstoussen	oːfʃtəʊsən
ofgestouss	oːfgəʃtəʊs
ofstreiden	oːfʃtʀɑɪdən
ofgestridden	oːfgəʃtʀidən
oft	oft
oftaaschten	oftaːʃtən
ofgetaascht	oːfgətaːʃt
oftippen	oftipən
ofgetippt	oːfgətipt
oftrennen	oftʀænən
ofgetrennt	oːfgətʀænt
oftrieden	oftʀiədən
ofgetrueden	oːfgətʀuədən
ofwaarden	oːfvaːʀdən
ofgewaart	oːfgəvaːʀt
ofwaasser	oːfvaːsɐ
ofwäerten	oːfvɛːɐtən
ofgewäert	oːfgəvɛːɐt
ofwäertend	oːfvɛːɐtənt
ofwäertung	oːfvɛːɐtuŋ
ofwäertungen	oːfvɛːɐtuŋən
ofwäichen	oːfvæːɪɕən
ofgewäicht	oːfgəvæːɪɕt
ofwäschen	oːfvæʃən
ofgewäsch	oːfgəvæʃ
ofwéckelen	oːfvekələn
ofgewéckelt	oːfgəvekəlt
ofweien	oːfvɑɪən
ofgewien	oːfgəviːən
ofweisen	oːfvɑɪzən
ofgewisen	oːfgəviːzən
ofwerfen	oːfvɛʀfən
ofgeworf	oːfgəvɔʀf
ofwëschen	oːfvəʃən
ofgewëscht	oːfgəvəʃt
ofwielen	oːfviələn
ofgewielt	oːfgəviəlt
ofwieren	oːfviːɐʀən
ofgewiert	oːfgəviːɐt
ofwiesselen	oːfviəsələn
ofgewiesselt	oːfgəviəsəlt
ofwiesslung	oːfviəsluŋ
ofwiesslungen	oːfviəsluŋən
ofwimmelen	oːfvimələn
ofgewimmelt	oːfgəviməlt
ofwinnen	oːfvinən
ofzeechen	oːftseːɕən
ofzeechnen	oːftseːɕnən
ofgezeechent	oːfgətseːɕənt
ofzéien	oːftsɜɪən
ofgezunn	oːfgətsun
ohm	om
ohmmeter	oːhmeːtɐ
ohmmeteren	oːhmeːtəʀən
ohn	on
ökolog	øːkoloːk
ökologen	øːkoloːgən
ökologesch	øːkoloːgəʃ
ökologie	øːkoloːʒiː
ökologin	øːkoloːgin
ökologinnen	øːkoloːginən
ökonomie	øːkoːnomiː
ökonomien	øːkoːnoːmiːən
oktav	oktaːf
oktaven	oktaːvən
oktober	oktoːbɐ
oktoberen	oktoːbəʀən
ökumenesch	øːkumeːnəʃ
oldtimer	olttimɐ
oliv	oliːf
oliven	oliːvən
olive	oliːf
olivegréng	oliːfəgʀeŋ
olivëgréng	oliːfəgʀeŋ
olivenueleg	oliːfnuələɕ
olivenueleger	oliːfnuələʑɐ
ollem	oləm
olympesch	olimpəʃ
olympiad	olipjaːt
olympiaden	olipjaːdən
olympiade	olipjaːt
olympiastadion	olipjɑstɑdjoːn
olympiastadionen	olipjɑstɑdjoːnən
oman	omaːn
omaner	omaːnɐ
omanerin	omaːnəʀin
omanerinnen	omaːnəʀinən
omanesch	omaːnəʃ
ombudsfra	ombuːtsfʀaː
ombudsfraen	ombuːtsfʀaːən
ombudsmann	ombuːtsmɑn
ombudsmänner	ombuːtsmænɐ
omelett	oməlæt
omeletten	oməlætən
ominéis	ominɜɪs
onanéieren	onɑnɜɪəʀən
onanéiert	onɑnɜɪɐt
onangenehm	onɑngəneːm
onanie	onaːniː
onanstänneg	onaːnʃtænəɕ
onappetitlech	onɑpətitləɕ
onappetitterlech	onɑpətitɐləɕ
onbaarmhäerzeg	onbaːɐmhɛːɐtsəɕ
onbaarmhäerzegkeet	onbaːɐmhɛːɐtsəɕkeːt
onbedéngt	onbədeŋt
onbegräiflech	onbəgʀæːɪfləɕ
onbegrënnt	onbəgʀənt
onbegrenzt	onbəgʀæntst
onbehollef	onbəholəf
onbekannt	onbəkɑnt
onbeléift	onbəlɜɪft
onbemierkt	onbəmiːɐkt
onbenotzt	onbənotst
onbequem	onbəkəm
onberechenbar	onbəʀæɕənbaːʀ
onbeschreiflech	onbəʃʀɑɪfləɕ
onbestänneg	onbəʃtænəɕ
onbestëmmt	onbəʃtəmt
onbestridden	onbəʃtʀidən
onbestuet	onbəʃtuət
onbeweeglech	onbəveːɕləɕ
onbeweglech	onbəvəɕləɕ
onbewosst	onbəvost
onbezuelt	onbətsuəlt
ondäitlech	ondæːɪtləɕ
ondankbar	ondɑŋkbaːʀ
ondefinéierbar	ondəfinɜɪɐbaːɐ
ondeklinéierbar	ondæklinɜɪɐbaːɐ
ondenkbar	ondæŋkbaːʀ
ondiplomatesch	ondiploːmaːtəʃ
ondiskret	ondiskʀət
onduerchsichteg	onduːɐɕziɕtəɕ
onduerchsiichteg	onduːɐɕziːɕtəɕ
ondugen	onduʁən
ondugend	onduʁənt
ondugenden	onduʁəndən
oneeneg	oneːnəɕ
oneens	oneːns
onéierlech	onɜɪɐləɕ
onéierlechkeet	onɜɪɐləɕkeːt
onempfindlech	onæmpfindləɕ
onendlech	onændləɕ
onendlechkeet	onændləɕkeːt
onentschëllegt	onæntʃələɕt
onerfreelech	onɐfʀeːləɕ
onerfueren	onɐfuːɐʀən
onerhéiert	onɐhɜɪɐt
onerkannt	onɐkɑnt
onerkläerlech	onɐklɛːɐləɕ
onerwaart	onɐvaːʀt
onerwënscht	onɐvənʃt
onfäeg	onfɛːəɕ
onfäheg	onfɛːəɕ
onfair	onfɛːʀ
onfeelbar	onfeːlbaːʀ
onfeelbarkeet	onfeːlbaːɐkeːt
onfehlbar	onfeːlbaːʀ
onfehlbarkeet	onfeːlbaːɐkeːt
onfräiwëlleg	onfʀæːɪvələɕ
onfrëndlech	onfʀəndləɕ
onfrëndlechkeet	onfʀəndləɕkeːt
onfruchtbar	onfʀuχtbaːʀ
onfruchtbarkeet	onfʀuχtbaːɐkeːt
ongär	ongɛːɐ
ongebilt	ongəbilt
ongebraucht	ongəbʀæːʊχt
ongebremst	ongəbʀəmst
ongedanken	ongədɑŋkən
ongedeckt	ongədækt
ongedëlleg	ongədələɕ
ongedold	ongədolt
ongeféier	ongəfɜɪɐ
ongeféierlech	ongəfɜɪɐləɕ
ongefrot	ongəfʀoːt
ongehalen	ongəhaːlən
ongeheier	ongəhɑɪɐ
ongeheierlech	ongəhɑɪɐləɕ
ongehuwwelt	ongəhuvəlt
ongekämmt	ongəkæmt
ongekierzt	ongəkiːɐtst
ongeleeën	ongəleːən
ongëlteg	ongəltəɕ
ongemälleg	ongəmæləɕ
ongemitterlech	ongəmitɐləɕ
ongemittlech	ongəmitləɕ
ongenee	ongəneː
ongenéiert	onʒənɜɪɐt
ongënschteg	ongənʃtəɕ
ongenügend	onʒənyːʑənt
ongeplangt	ongəplɑŋt
ongerecht	ongəʀæɕt
ongerechtegkeet	ongəʀæɕtəɕkeːt
ongerechtegkeeten	ongəʀæɕtəɕkeːtən
ongereimtheet	ongəʀɑɪmtheːt
ongereimtheeten	ongəʀɑɪmtheːtən
ongerued	ongəʀuət
ongeschéckerlech	ongəʃekɐləɕ
ongeschéckerlechkeet	ongəʃekɐləɕkeːt
ongeschécklech	ongəʃekləɕ
ongeschécklechkeet	ongəʃekləɕkeːt
ongeschéckt	ongəʃekt
ongeschécktheet	ongəʃektheːt
ongeschriwwen	ongəʃʀivən
ongeseent	ongəzeːnt
ongesond	ongəzont
ongespëtzt	ongəʃpətst
ongestéiert	ongəʃtɜɪɐt
ongestrooft	ongəʃtʀoːft
ongewäsch	ongəvæʃ
ongewéinlech	ongəvɜɪnləɕ
ongewëss	ongəvəs
ongewëssen	ongəvəsən
ongewëssheet	ongəvəsheːt
ongewinnt	ongəvint
ongewollt	ongəvolt
ongezillt	ongətsilt
ongezwongen	ongətswoŋən
ongläich	onglæːɪɕ
ongléck	onglek
onglécker	onglekɐ
onglécklech	onglekləɕ
onglécklecherweis	onglekləɕɐwɑɪs
ongülteg	ongyːltəɕ
ongutt	ongut
onheelbar	onheːlbaːʀ
onheemlech	onheːmləɕ
onhéiflech	onhɜɪfləɕ
onhéiflechkeet	onhɜɪfləɕkeːt
onhéiflechkeeten	onhɜɪfləɕkeːtən
oninteressant	onintəʀæsɑnt
onintressant	onintʀæsɑnt
oniwwerluecht	onivɐluəɕt
oniwwersiichtlech	onivɐziːɕtləɕ
onkamoud	onkɑməʊt
onkäschten	onkæʃtən
onkloer	onkloːɐ
onkloerheet	onkloːɐheːt
onkloerheeten	onkloːɐheːtən
onkomplizéiert	onkomplitsɜɪɐt
onkontrolléiert	onkontʀolɜɪɐt
onkonventionell	onkɑ̃ːvɑ̃ːtjonæl
onkonzentréiert	onkontsæntʀɜɪɐt
onkraut	onkʀæːʊt
onkritesch	onkʀitəʃ
onléisbar	onlɜɪsbaːʀ
onlieserlech	onliəzɐləɕ
online	onlin
onlogesch	onloːʁəʃ
onmanéierlech	onmɑnɜɪɐləɕ
onmass	onmɑs
onmassen	onmɑsən
onméiglech	onmɜɪʑləɕ
onmënsch	onmənʃ
onmënschen	onmənʃən
onmënschlech	onmənʃləɕ
onmëssverständlech	onməsfɐʃtændləɕ
onmoosseg	onmoːsəɕ
onmoralesch	onmɔʀaːləʃ
onmusikalesch	onmuzikaːləʃ
onnatierlech	onɑtiːɐləɕ
onnéideg	onɜɪdəɕ
onnëtz	onəts
onofhängeg	onoːfhæŋəɕ
onofhängegkeet	onoːfhæŋəɕkeːt
onopfälleg	onopfæləɕ
onopmierksam	onopmiːɐksaːm
onopmierksamkeet	onopmiːɐksaːmkeːt
onopmierksamkeeten	onopmiːɐksaːmkeːtən
onparteiesch	onpɑʀtɑɪəʃ
onpassend	onpɑsənt
onpénktlech	onpeŋktləɕ
onpénktlechkeet	onpeŋktləɕkeːt
onperséinlech	onpɛʀzɜɪnləɕ
onpraktesch	onpʀɑktəʃ
onprofessionell	onpʀofæsjonæl
onpünktlech	onpyŋktləɕ
onpünktlechkeet	onpyŋktləɕkeːt
onrecht	onʀæɕt
onregelméisseg	onʀeːʑəlmɜɪsəɕ
onregelméissegkeet	onʀeːʑəlmɜɪsəɕkeːt
onregelméissegkeeten	onʀeːʑəlmɜɪsəɕkeːtən
onrou	onʀəʊ
onrouen	onʀəʊən
onroueg	onʀəʊəɕ
ons	ons
onscheinbar	onʃɑɪnbaːʀ
onschëlleg	onʃələɕ
onschiedlech	onʃiedləɕ
onschold	onʃolt
onsécher	onsəɕɐ
onsécherheet	onsəɕɐheːt
onsënn	onsən
onsënneg	onsənəɕ
onsportlech	onspɔʀtləɕ
onstierflech	onstiːɐfləɕ
onsympathesch	onsimpaːtəʃ
ontrei	ontʀɑɪ
ontypesch	ontipəʃ
onuerdentlech	onuːɐdəntləɕ
onuerdnung	onuːɐdnuŋ
onverännert	onfɐænɐt
onverantwortlech	onfɐɑntvɔʀtləɕ
onverbesserlech	onfɐbæsɐləɕ
onverbindlech	onfɐbindləɕ
onverdéngt	onfɐdeŋt
onverfälscht	onfɐfælʃt
onvergiess	onfɐgiəs
onvergiesslech	onfɐgiəsləɕ
onvergläichlech	onfɐglæːɪɕləɕ
onverhofft	onfɐhoft
onverschimmt	onfɐʃimt
onverschimmtheet	onfɐʃimtheːt
onverschimmtheeten	onfɐʃimtheːtən
onversinns	onfɐzins
onverstand	onfɐʃtɑnt
onverständlech	onfɐʃtændləɕ
onverständnes	onfɐʃtæntnəs
onverständnis	onfɐʃtæntnis
onverstänneg	onfɐʃtænəɕ
onverzeilech	onfɐtsɑɪləɕ
onvirbereet	onfiːɐbəʀeːt
onvirsiichteg	onfiːɐziːɕtəɕ
onvirsiichtegkeet	onfiːɐziːɕtəɕkeːt
onvirstellbar	onfiːɐʃtælbaːʀ
onwahrscheinlech	onvaːɐʃɑɪnləɕ
onwarscheinlech	onvaːɐʃɑɪnləɕ
onwee	onveː
onwëlleg	onvələɕ
onwëssenheet	onvəsənheːt
onwichteg	onviɕtəɕ
onwierdeg	onviːɐdəɕ
onwiesen	onviəzən
onwuel	onvuəl
onwürdeg	onvyːʀdəɕ
onz	onts
onzen	ontsən
onzefridden	ontsəfʀidən
onzefriddenheet	ontsəfʀidənheːt
onzertrennlech	ontsɐtʀænləɕ
onziviliséiert	ontsivilizɜɪɐt
onzoumuttbar	ontsəʊmutbaːʀ
onzouverlässeg	ontsəʊfɐlæsəɕ
onzouverlässegkeet	ontsəʊfɐlæsəɕkeːt
ootmen	oːtmən
geotemt	ʒeːoːtəmt
ootmung	oːtmuŋ
op	op
opbäissen	opbæːɪsən
opgebass	opgəbɑs
opbau	opbæːʊ
opbauen	opbɑʊən
opgebaut	opgəbæːʊt
opbauschen	opbæːʊʃən
opgebauscht	opgəbæːʊʃt
opbehalen	opbəhaːlən
opbesseren	opbæsəʀən
opgebessert	opgəbæsɐt
opbléien	opblɜɪən
opgebléit	opgəblɜɪt
opbleiwen	opblɑɪvən
opbliwwen	opblivən
opblosen	opbloːzən
opgeblosen	opgəbloːzən
opboren	opboːʀən
opgeboert	opgəboːɐt
opbotzen	opbotsən
opgebotzt	opgəbotst
opbrauchen	opbʀæːʊχən
opgebraucht	opgəbʀæːʊχt
opbréngen	opbʀeŋən
opbruecht	opbʀuəɕt
opbriechen	opbʀiəɕən
opgebrach	opgəbʀɑχ
opbrueden	opbʀuədən
opgebruet	opgəbʀuət
opbrummen	opbʀumən
opgebrummt	opgəbʀumt
opbueren	opbuəʀən
opgebuert	opgəbuːɐt
opdecken	opdækən
opgedeckt	opgədækt
opdeelen	opdeːlən
opgedeelt	opgədeːlt
opdeelung	opdeːluŋ
opdeelungen	opdeːluŋən
opdëschen	opdəʃən
opgedëscht	opgədəʃt
opdinn	opdin
opgedoen	opgədoːən
opdoen	opdoːən
opdrag	opdʀaːχ
opdräg	opdʀæɕ
opdrängen	opdʀæŋən
opgedrängt	opgədʀæŋt
opdrécken	opdʀekən
opgedréckt	opgədʀekt
opdréien	opdʀɜɪən
opgedréit	opgədʀɜɪt
opdréinen	opdʀɜɪnən
opgedréint	opgədʀɜɪnt
opdreiwen	opdʀɑɪvən
opgedriwwen	opgədʀivən
opdrénglech	opdʀeŋləɕ
opdriff	opdʀif
opdroen	opdʀoːən
opgedroen	opgədʀoːən
opech	opæɕ
openaner	obənaːnɐ
openeen	obəneːn
openthalt	obənthɑlt
openthalter	obənthɑltɐ
oper	opɐ
operen	opəʀən
operationell	opəʀatsjonæl
operatioun	opəʀatsjəʊn
operatiounen	opəʀatsjəʊnən
operatiounssall	opəʀatsjəʊnsɑl
operatiounssäll	opəʀatsjəʊnsæl
operativ	opəʀɑtiːf
operéieren	opəʀɜɪəʀən
operéiert	opəʀɜɪɐt
operett	oːpəʀæt
operetten	oːpəʀætən
operette	oːpəʀæt
operstehung	opɐʃtehuŋ
operstéiung	opɐʃtɜɪuŋ
operstoen	opɐʃtoːən
operstanen	opɐʃtaːnən
opfaart	opfaːʀt
opfaarten	opfaːʀtən
opfaassen	opfaːsən
opgefaasst	opgəfaːst
opfaassung	opfaːsuŋ
opfaassungen	opfaːsuŋən
opfahrt	opfaːʀt
opfahrten	opfaːʀtən
opfalen	opfaːlən
opgefall	opgəfɑl
opfälleg	opfæləɕ
opfänken	opfæŋkən
opgefaangen	opgəfaːŋən
opféieren	opfɜɪəʀən
opgeféiert	opgəfɜɪɐt
opféierung	opfɜɪəʀuŋ
opféierungen	opfɜɪəʀuŋən
opfëllen	opfələn
opgefëllt	opgəfəlt
opfer	opfɐ
opferen	opfəʀən
geopfert	ʒeːopfɐt
opferung	opfəʀuŋ
opfléien	opflɜɪən
opgeflunn	opgəflun
opfrëschen	opfʀəʃən
opgefrëscht	opgəfʀəʃt
opfroen	opfʀoːən
opgefrot	opgəfʀoːt
opfuerderen	opfuːɐdəʀən
opgefuerdert	opgəfuːɐdɐt
opfuerderung	opfuːɐdəʀuŋ
opfuerderungen	opfuːɐdəʀuŋən
opfueren	opfuːɐʀən
opgefuer	opgəfuːɐ
opgehuewen	opgəhuəvən
opgeluecht	opgəluəɕt
opgeschloss	opgəʃlos
opginn	opgin
opglidderen	opglidəʀən
opgegliddert	opgəglidɐt
opgoen	opgoːən
opgaangen	opgaːŋən
opgräifen	opgʀæːɪfən
opgegraff	opgəgʀɑf
opgrond	opgʀont
ophalen	ophaːlən
opgehalen	opgəhaːlən
ophänken	ophæŋkən
opgehaangen	opgəhaːŋən
ophéieren	ophɜɪəʀən
opgehéiert	opgəhɜɪɐt
ophëllefen	ophələfən
opgehollef	opgəholəf
ophetzen	ophætsən
opgehetzt	opgəhætst
ophëtzen	ophətsən
opgehëtzt	opgəhətst
ophiewen	ophiəvən
ophuelen	ophuələn
opgeholl	opgəhol
ophunn	ophun
opgehat	opgəhaːt
opium	opjum
opjoen	opjoːən
opgejot	opgəjoːt
opkachen	opkɑχən
opgekacht	opgəkɑχt
opkafen	opkaːfən
opkaaft	opkaːft
opkämmen	opkæmən
opgekämmt	opgəkæmt
opkappen	opkɑpən
opgekappt	opgəkɑpt
opkéipen	opkɜɪpən
opgekéipt	opgəkɜɪpt
opklappen	opklɑpən
opgeklappt	opgəklɑpt
opklären	opklɛːʀən
opgekläert	opgəklɛːɐt
opklärung	opklɛːʀuŋ
opklärungen	opklɛːʀuŋən
opkliewen	opkliəvən
opgeklieft	opgəkliəft
opknäppen	opknæpən
opgeknäppt	opgəknæpt
opkommen	opkomən
opkomm	opkom
opkräizen	opkʀæːɪtsən
opgekräizt	opgəkʀæːɪtst
opkrazen	opkʀaːtsən
opgekraazt	opgəkʀaːtst
opkréien	opkʀɜɪən
opkritt	opkʀit
opkucken	opkukən
opgekuckt	opgəkukt
oplackeren	oplɑkəʀən
opgelackert	opgəlɑkɐt
oplafen	oplaːfən
opgelaf	opgəlaːf
oplag	oplaːχ
oplagen	oplaːʒən
oplaueren	oplɑʊəʀən
opgelauert	opgəlɑʊɐt
oplecken	oplækən
opgeleckt	opgəlækt
opleeën	opleːən
opleien	oplɑɪən
opgeleeën	opgəleːən
opléisen	oplɜɪzən
opgeléist	opgəlɜɪst
opléisung	oplɜɪzuŋ
opléisungen	oplɜɪzuŋən
oplëschten	opləʃtən
opgelëscht	opgələʃt
opliewen	opliəvən
opgelieft	opgəliəft
oplo	oploː
oploen	oploːən
oploossen	oploːsən
opgelooss	opgəloːs
oplueden	opluədən
opgelueden	opgəluədən
opmaachen	opmaːχən
opgemaach	opgəmaːχ
opmaachung	opmaːχuŋ
opmaachungen	opmaːχuŋən
opmierksam	opmiːɐksaːm
opmierksamkeet	opmiːɐksaːmkeːt
opmierksamkeeten	opmiːɐksaːmkeːtən
opmiessen	opmiəsən
opgemiess	opgəmiəs
opmonteren	opmontəʀən
opgemontert	opgəmontɐt
opmonterung	opmontəʀuŋ
opmonterungen	opmontəʀuŋən
opmoossen	opmoːsən
opgemooss	opgəmoːs
opnahm	opnaːm
opnahmen	opnaːmən
opnam	opnaːm
opnamen	opnaːmən
opnamexamen	opnaːmægzaːmən
opootmen	opoːtmən
opgeotemt	opgəoːtəmt
oppäppelen	oppæpələn
opgepäppelt	opgəpæpəlt
oppassen	oppɑsən
opgepasst	opgəpɑst
oppechen	oppæɕən
opgepecht	opgəpæɕt
oppen	opən
oppicken	oppikən
opgepickt	opgəpikt
oppompelen	opompələn
opgepompelt	opgəpompəlt
opponent	oponænt
opponenten	oponæntən
opportun	oppɔʀtun
opportunist	oppɔʀtunist
opportunisten	oppɔʀtunistən
opportunistesch	oppɔʀtunistəʃ
opportunistin	oppɔʀtunistin
opportunistinnen	oppɔʀtunistinən
oppositioun	opozitsjəʊn
oppositiounen	opozitsjəʊnən
oppositiounspartei	opozitsjəʊnspɑʀtɑɪ
oppositiounsparteien	opozitsjəʊnspɑʀtɑɪən
opputschen	opputʃən
opgeputscht	opgəputʃt
opputschmëttel	opputʃmətəl
oprafen	opʀaːfən
opgeraf	opgəʀaːf
opräissen	opʀæːɪsən
opgerass	opgəʀɑs
oprappen	opʀɑpən
opgerappt	opgəʀɑpt
opraumen	opʀɑʊmən
opgeraumt	opgəʀæːʊmt
opreegen	opʀeːʑən
opgereegt	opgəʀeːɕt
opreegung	opʀeːʑuŋ
opreegungen	opʀeːʑuŋən
opregen	opʀəʑən
opgeregt	opgəʀəɕt
opregung	opʀəʑuŋ
opregungen	opʀəʑuŋən
opréieren	opʀɜɪəʀən
opgeréiert	opgəʀɜɪɐt
oprënnen	opʀənən
opgerënnt	opgəʀənt
oprëselen	opʀəzələn
opgerëselt	opgəʀəzəlt
opriichten	opʀiːɕtən
opgeriicht	opgəʀiːɕt
opronnen	opʀonən
opgeronnt	opgəʀont
oprou	opʀəʊ
opruff	opʀuf
opruffer	opʀufɐ
opruffen	opʀufən
opgeruff	opgəʀuf
oprullen	opʀulən
opgerullt	opgəʀult
opsaz	opzaːts
opsätz	opzæts
opschaffen	opʃɑfən
opgeschafft	opgəʃɑft
opschëdden	opʃədən
opgeschott	opgəʃot
opschlag	opʃlaːχ
opschléi	opʃlɜɪ
opschlitzen	opʃlitsən
opgeschlitzt	opgəʃlitst
opschloen	opʃloːən
opgeschloen	opgəʃloːən
opschnapen	opʃnaːpən
opgeschnaapt	opgəʃnaːpt
opschneiden	opʃnɑɪdən
opgeschnidden	opgəʃnidən
opschreiwen	opʃʀɑɪvən
opgeschriwwen	opgəʃʀivən
opschwätzen	opʃwætsən
opgeschwat	opgəʃwaːt
opschwong	opʃwoŋ
opschwonk	opʃwoŋk
opsetzen	opzætsən
opgesat	opgəsaːt
opsoen	opzoːən
opgesot	opgəzot
opspanen	opʃpaːnən
opgespaant	opgəʃpaːnt
opspären	opʃpɛːʀən
opgespaart	opgəʃpaːʀt
opspiissen	opʃpiːsən
opgespiisst	opgəʃpiːst
opspillen	opʃpilən
opgespillt	opgəʃpilt
opsplécken	opʃplekən
opgespléckt	opgəʃplekt
opsprangen	opʃpʀɑŋən
opgesprongen	opgəʃpʀoŋən
opstand	opʃtɑnt
opstänn	opʃtæn
opsteigen	opʃtɑɪʑən
opgestigen	opgəʃtiʑən
opstellen	opʃtælən
opgestallt	opgəʃtɑlt
opstellung	opʃtæluŋ
opstellungen	opʃtæluŋən
opstëppelen	opʃtəpələn
opgestëppelt	opgəʃtəpəlt
opstiechen	opʃtiəɕən
opgestach	opgəʃtɑχ
opstoen	opʃtoːən
opgestanen	opgəʃtaːnən
opstoppen	opʃtopən
opgestoppt	opgəʃtopt
opstoussen	opʃtəʊsən
opgestouss	opgəʃtəʊs
opstrecken	opʃtʀækən
opgestreckt	opgəʃtʀækt
optakt	optɑkt
optäkt	optɛːkt
optauchen	optæːʊχən
opgetaucht	opgətæːʊχt
optéieren	optɜɪəʀən
optéiert	optɜɪɐt
optesch	optəʃ
optiermen	optiːɐmən
opgetiermt	opgətiːɐmt
optik	optik
optiken	optikən
optiker	optikɐ
optikerin	optikəʀin
optikerinnen	optikəʀinən
optimal	optimaːl
optiméieren	optimɜɪəʀən
optiméiert	optimɜɪɐt
optimiséieren	optimizɜɪəʀən
optimiséiert	optimizɜɪɐt
optimismus	optimismus
optimist	optimist
optimisten	optimistən
optimistesch	optimistəʃ
optimistin	optimistin
optimistinnen	optimistinən
optioun	opsjəʊn
optiounen	optjəʊnən
optrag	optʀaːχ
opträg	optʀɕ
optrëppelen	optʀəpələn
opgetrëppelt	opgətʀəpəlt
optrëtt	optʀət
optrëtter	optʀətɐ
optrieden	optʀiədən
opgetrueden	opgətʀuədən
optrompen	optʀompən
opgetrompt	opgətʀompt
opwäerten	opvɛːɐtən
opgewäert	opgəvɛːɐt
